;2724
医用电子仪器与维护;856
金融与证券金融业;851
机电一体化技术（文、理兼收）　　　　　　　　　　　　　（省级重点;5203
室内设计技术(陈设艺术设计方向);3304
生物技术及应用 文;5811
水声工程;3056
艺术设计(餐饮艺术设计);8031
陶瓷艺术设计（文理兼收）;5069
广播电视学（文学院）;1220
艺术设计（数字媒体）;2561
市场营销专科（药品营销）;6400
图形图像制作 ;1807
计算机网络工程（本科）;5256
海洋资源与环境;2569
涉外护理方向;8103
商品学;126
文化市场经营与管理（会展）;9601
审计学（信息系统审计）;3729
材料工程技术（镁业方向）;6313
学前教育（特殊儿童心理教育方向）/社区康复（四年制双专科）;4234
测控技术与仪器专业（机械类）;5950
应用英语（应用与外贸英语方向）;3275
会计(3+2项目);4162
公共事业管理（城市管理方向）;8343
文秘（涉外方向）;4247
英语（英日双语方向）;2121
服装设计(艺术类);4516
护理学类（中外合作办学）;2414
商务管理(客户服务管理方向) ;4100
商务英语&lt;5159
仪器仪表类（中外）;3678
现代企业管理（高级助理方向）;949
医药营销（医疗器械营销）;2921
七年制口腔医学专业;536
英国提赛德大学;3878
油气储运技术;1444
工业设计（产品造型设计方向）;6460
电气化铁道技术;407
动  画  ;2969
应用心理学本科;7337
摄影;604
材料学;440
书法学;1887
消防指挥;1526
国际事务;319
社会科学实验班;186
铁道工程技术（高速铁路方向）;9492
保险学（精算方向）;3709
新加坡会计学院;3865
食品加工技术 ;4250
应用电子技术(中乌联合办学“2+2”);6680
嵌入式技术及应用;4710
信息与计算科学（金融数学方向）;8761
英语(民航英语方向);1252
计算机应用技术(测绘方向);2850
酒店管理（国际邮轮乘务方向）;6800
英语（酒店管理方向）;2547
　　染整技术;5732
电子商务(国际贸易与电子商务);7397
油气开采技术专业（理科）;8872
电子信息工程技术(信息产品设计与制造);4376
数字出版（二批）;5592
护理（英国科特布里奇学院合作）;6191
工业设计(产品设计方向);6443
护理（专科）专业;9552
医疗美容技术（中医美容技术）;2925
现代汽车修理技术;7804
环境设计（室内外设计方向）;2310
机械设计制造及控制工程;4941
经济学（数理经济）;9320
计算机网络技术（网络工程师方向）;5215
英语(国际传播方向);4970
金融学（金融理财师方向）;2093
服装与服饰设计(人物造型设计方向);991
法学（卓越法律人才培养试点班）;3665
英语（非师范，英泰双语，文理兼招）;9297
国际贸易实务/商务英语(双专科);4371
土木工程专业--交通土建工程（路桥）方向;3024
电气自动化技术;687
软件技术（程序员方向）（590108）;5352
销售管理;412
食品营养与及检测;5824
药学（专科）;1637
会计（涉外方向）;7607
电脑美术设计;5411
金融学（金融风险管理）（中英合作）;9329
中草药栽培技术 [院级示范专业;1999
农村合作金融;8700
国际理财规划(Financial Services);1038
产品设计专业;2644
旅游英语【导游方向】;5139
水质科学与技术;2731
商贸英语方向;4060
纺织品检测与贸易;5749
生物技术及有应用;5384
计算机科学与技术专业（本科）;6169
物流管理（非师范专业）;9390
现代纺织技术(纺织工艺与贸易);8001
制药工程（兽药方向）;5531
国际航运业务管理 ;8253
税收学（注册税务师）;6592
金融保险（保险方向）;1861
护理学（中美合作）;4576
软件技术(智能手机软件开发方向);7024
音教系;3734
康复治疗技术（儿童康复方向）;6813
园艺技术;784
英语（英语+法学双学位班）;5519
汽车检测与维修技术（汽车电子方向）;6637
能源与环境系统工程专业;5456
汽车运用与维修;2537
商务管理（企划方向）;5232
社区康复（营养保健方向）;812
建筑工程技术（建筑设备安装方向）;6242
法律事务(国际经济法方向);1811
“中德诺浩汽车技师”班;9634
印刷工程;674
光电子材料与器件;2723
食品检测及管理专业;8718
安全防范技术专业（产品制造和集成技术方向）;3829
软件工程（软件测试方向）;2866
集装箱运输管理;1386
会展策划与管理 ;1374
艺术设计（建筑设计表现方向）;3035
环境科学类（中外）;7406
教育系;7985
康复治疗技术(医药卫生大类);6304
化学（师范类）;6341
国际商务（双语教学）;7373
移动运营与服务;1969
计算机信息管理（本科）;5257
生物技术（动物方向）;9546
城市地下空间工程专业（理科）;8899
国际经济与贸易(黄金经济方向);5843
商务管理（中亚贸易方向）;9699
机电设备维修与管理(电子技术方向);7033
装潢艺术设计（专科）;5260
计算机类（中外合作办学）（物联网工程）;514
烹饪工艺与营养 ;6206
装潢艺术设计（工装设计师方向）;3418
南华大学;6917
市场营销(国际物流);474
中小企业管理;1058
法律文秘（速录）   ;736
工业分析与检验（院级重点建设专业，文理兼招）;3207
旅游管理（会展管理）（中外合作办学）;4463
英语教育（对外汉语方向）;3274
网络系统管理专业(电力方向);2237
语文教育（公务员课程辅修）;3362
体育服务与管理（体育场馆管理方向）;7738
电气工程及其自动化（学制4年）;2334
声乐;1890
社区健康服务管理;7099
法学专业（民商法、律师实务方向）;7209
　　工程造价;5773
宝玉石鉴定与营销;2245
汉语言文学（涉外文秘）专业方向;1315
警犬技术;2729
广告设计与制作(平面广告方向);8529
模具设计与制造（计算机辅助设计与制造方向）;8114
工商企业管理（商务管理方向）;7855
学前教育（２年制）;2442
数字传媒艺术;2742
艺术设计（展示设计方向）;2029
汽车技术服务与营销专业;5439
体育产业经营与管理;957
电脑艺术设计（专科）;5259
艺术设计（中韩合作）;5861
农林经济管理（拔尖人才培养班）   ;3094
旅游日语（660111）;5326
港口业务管理  ;1433
电脑艺术设计（平面方向）;5751
法律事务专业（基层法律服务方向）;8257
计算机多媒体技术（图形图像处理技术方向）;1929
旅游管理（导游管理,酒店经理);4141
机电一体化技术（电梯工程技术）;7907
珠宝首饰工艺及鉴定 ;7624
电脑艺术设计（视觉传达设计）;3416
新闻采编与制作专业（体育新闻方向）;2437
文秘（涉外秘书）;710
会计学（CGA）;7132
电子信息工程（电子与通信工程方向、嵌入式;7544
市场营销专业（电信业务营销方向）;6545
软件技术（学制两年）;6210
计算机网络技术（网站设计与网页制作方向）;6973
现代企业管理（营销管理方向）;951
安全工程（注册安全工程师）;573
艺术设计（时装鞋设计）;9157
环境艺术设计（室内设计）;3795
康复治疗技术（中医康复方向）;6613
电子信息工程技术专业（专科、含对口）;6137
应用俄语;3183
动物医学/英语;4112
计算机信息管理（电子政务方向）（590106）;5303
特种动物养殖;3005
经济学（拔尖人才实验班）;4981
公共事业管理（师范）;4579
市场营销(高职统考);6530
英语(专科起点);1097
装饰艺术设计;677
应用物理学(微电子方向);9540
生物信息学（本科）;1589
文科基础班;9718
计算机科学与技术全英创新班（本硕、本博连读）;7169
资源勘查工程专业（理科）【国家级特色专业】;8878
旅游管理（专）;8941
机电一体化技术(机电设备维护与管理);4151
美术学（本科，文理兼收）;8409
电子信息工程技术（光电方向）;6218
建筑钢结构工程技术;1733
商务英语（专）;8942
电算会计;6993
新能源科学与工程（学制4年）;2397
动画（游戏动画方向）;4911
计算机音乐制作;2501
英语(国际商务管理方向);7261
模具与制造;3155
计算机应用技术(网站设计应用方向);6091
　　产品设计专业（四年制本科）;9673
高分子材料加工工程;8720
机械制造及其自动化;1751
道路桥梁与渡河濒海工程;4432
光电信息科学与工程专业（电子信息类）;5972
应用物理学（物理科学学院）;1206
公共事业管理;128
原子核物理;9525
　　工程造价（省级特色专业）;5740
商务英语（商务翻译）;8039
计算机多媒体技术（动漫设计）;7885
数控设备应用与维护;1405
工业设计(计算机辅助设计);8016
生物医学工程（医学仪器检测）本科;7329
金融学专业（含金融学双语班）;8723
服装设计（生产技术管理方向）;8956
铁道工程技术（桥隧施工与维护方向）;3374
国际会计;2954
应用化学（福清校区）;4853
英语（英语作为第二语言教学）;7413
  电厂热能动力装置;2239
公共事业管理(体育);5584
应用语言学;81
计算机应用技术（媒体制作方向）;1843
网络与软件应用;4109
市场营销（金融营销方向）;3720
艺术设计专业（广告）;7838
计算机应用技术（网络）;7844
油气储运技术（文理兼招）;3204
图形图像制作（印刷图文信息处理方向）;7643
电力系统自动化技术 ;6197
制药工程专业（职教师资方向）;9240
编辑出版学（文学院）;1219
园林（景观设计方向）;4049
植物科学与技术;1503
动物防疫与检验;3006
物流管理（国际商务与报关方向）;8141
护 理;2989
古典文学;3985
作曲技术;1892
植物科学与技术（植物栽培与产品加工方向）;9205
航天指挥专业;982
电气测控技术;1654
食品加工技术（绿色食品方向）;7608
民族学专业;9528
日语（外国语学院）;1228
国际商务（ “2+2”中外学分互认项目）;7374
安全技术;6403
英语专业;2031
工商管理（市场营销方向）;6385
视觉传达设计（艺术类）;2637
生物技术（二批）;5605
绿色食品生产与检验;785
　　保险专业（四年制本科）;9672
勘察技术与仪器;2562
测控工程;9505
建筑装饰技术（专科）;5267
汽车运用技术 ;7641
市场营销（市场营销方向）;9012
中医学本科;7320
消防工程;913
市场营销（达内网络营销师订单培养）;3150
新能源汽车技术;5712
信息管理系;8020
