;2724
会计电算化专业（专科、含对口）;6125
计算机科学与技术（沈阳东鹏嵌入式）;3104
广告设计与制作（艺术与非艺术类）;6747
生物技术（食品药品技术与营销）(本科) ;7424
应用英语（外贸英语和商务英语两个方向）;7662
市场营销专科（汽车营销方向）;815
会计学（含国防生20人）;7168
网络工程(国防生,限招男生);7359
法学（卓越法律班）;7176
房地产经营与估价(智能物业管理方向);4597
计算机应用技术专业（专科）;5965
园林技术（风景园林） ;4275
食品科学与工程（食品资源开发，本科，理工类）;8437
应用化工技术(辽宁省试点);2584
生物技术与应用（古井班）;4698
期货与金融;5550
网络工程(网络系统开发与管理);5656
电子信息工程（汽车电子技术）;4077
商务英语（涉外贸易方向）;7055
软件工程（大数据方向）;6033
数字出版;3774
保险实务 ;8971
口腔医学专业;2669
国际管理;3901
计算机类专业;1561
旅游管理（原旅游服务与管理）;5120
美术学(免费师范);8320
护理(老年护理方向);2148
汽车技术服务与营销(汽车营销策划与管理);7672
护理（ICU方向）;6258
环境艺术设计专业;6938
商业策划与广告;8934
机械工程及自动化（机械电子工程）;3932
地质勘查工程;9450
资源环境与城市管理（环境监察）;2082
护理学（麻醉护理）;4035
　　英语（国际商务英语方向）（四年制本科）;9667
工商企业管理（含国外留学班）;1958
市场营销(电子商务方向);6029
主持与播音艺术;5235
艺术设计（环境艺术）;2021
电子信息工程技术（信号方向）;6262
编辑出版学;85
会计(注册会计师、施工会计、信息管理技术);4345
人力资源管理（2015新增）;7143
园林技术（中外合作办学） ;4279
海洋科学;910
仪器仪表;911
广告与包装设计方向;8105
市场营销（中英合作双学历）（ BTEC商务与营销方向）;7571
工程招标采购与投标;8545
旅游与酒店管理;3159
中国舞表演;1893
计算机多媒体技术（数字媒体、动画设计）;2044
音乐表演（声乐/钢琴/器乐）;6474
计算机软件开发（本科）;5255
英语（外贸）（本科）　;7481
会计学（财务信息化）;7273
酒店管理（中职班）;6598
老挝语;339
市场营销（中日合作交流班，日语）;1049
数学与应用数学（师范，招收理工类考生）;9293
会计学（注册税务师）;7376
数控技术(省级特色专业、中央财政重点支持专业);5892
财政学（国有资产管理方向）;1521
装饰艺术设计(室内软装方向);5785
护理类;6429
酒店管理（中澳合作）;3687
轻工纺织食品类（中外）;6013
会计专业（税务筹划方向）;3790
 会计电算化;5688
中药;1441
音乐教育（师范）;4473
海洋技术;1276
计算机应用技术（多媒体）;7845
食品科学与工程（食品营养）;472
会计(注册会计师方向);6483
市场营销（文理兼收）;5080
航空旅游;5362
国际商务（含航空服务方向）;5794
国际酒店管理;1114
表演艺术（声乐方向）;806
侦查学（经济犯罪侦查）;4087
（电子产品营销与策划）;7920
中德合作职教与人力资源开发专业(研究生);1147
网络工程（网络管理方向）;8159
新闻学(网络新闻学方向);4909
工业与民用建筑;964
轻化工程（染整工程方向）;9454
应用电子技术教育专业;9279
餐饮管理与服务(酒店行政总厨);8038
护理(健康管理);3848
会计电算化―?示范;7808
旅游管理（中外合作办学）;3435
数学与应用数学（金融数学与金融工程方向）;5556
电子商务（医药方向） ;2224
环境设计（景观设计）;4998
应用化工技术（食品添加剂方向）;4245
出版与电脑编辑技术;3776
麻醉学（体外循环灌注）;4028
电子信息工程 ;3111
物业管理（专科）;5248
计算机科学与技术（网络应用技术）;9319
平面艺术;8935
核物理;107
　　水利水电建筑工程;5778
外国语言文学(外国军事);9507
计算机网络技术（金融网技术方向）;1831
材料成型及控制工程（焊接方向）;2138
飞机维修（发动机附件修理方向）;6931
会计（注册会计师方向）（620203）;5324
生物科学基地班;6370
司法鉴定技术;3018
民族歌剧?;6255
计算机信息系统;2957
图形图像制作（计算机仿真技术）;8033
报关与报检;8084
计算机辅助设计与制造 （模具方向）;7713
金融管理与实务;410
电子商务（旅游方向）;3425
计算机信息管理  ;835
医学检验技术本科;7349
地球信息科学与技术专业（地质类）;5976
计算机应用技术（多媒体技术方向）;7707
护理专业（专科）;5956
绘画标准;9691
航空物流;3910
侦察与特种兵指挥;2727
雕刻艺术与家具设计（家具设计）;7649
装潢艺术设计;1573
木材科学与工程（含家具设计方向、木结构建筑方向）（学制4年）;2321
经济学（卫生经济）本科;7330
软件工程+道路与铁道工程;4932
应用电子技术(电子技术方向);7685
电子商务(电子商务管理);7398
油田应用化学专业（理科）;8876
车辆工程（实验班）;9417
园林技术（栽培与管理方向）;8248
材料成型及控制工程专业;3310
应用俄语（经济贸易）;3255
计算机网络技术专业（专科）;5975
建筑装饰（三年制，中专）;5156
边防指挥;1527
酒店管理;443
播音与主持艺术 （中外合作）;5935
证券投资与管理(金融实务);9146
车辆工程专业（机械类）;5996
计算机系统与维护;3235
印刷技术专业;8703
市场营销专业（品牌管理）;7110
园林技术（高尔夫技术与管理方向） ;3344
机械设计制造及其自动化（汽车工程）;2172
工商管理类（中外）;1275
艺术设计（酒店装潢设计专业）;5830
制药工程（化学与生物制药工程方向）;2108
电气工程及其自动化（电气工程方向）;8157
档案学（信息开发）;475
应用英语（英语教育方向）（文理兼收）;4890
软化工程;6558
日语（师范）;2960
机械工程（机械制造与自动化方向）（教育部卓越工程师教育培养计划）;5502
交通设备信息工程;5642
设施农业技术（国家级示范专业）;3199
康复治疗学;1293
建筑学 ;4645
旅游管理（含酒店管理）;1365
公共事业管理学;2683
社会工作（社会管理方向）;5514
农业机械应用技术;3515
营销与策划;676
生物科学专业;2203
计算机应用技术（三年）;5254
国际经济与贸易 ;1712
安全防范技术;847
音乐策划与管理;8933
食品科学与工程（本科）;7467
园林工程技术（景观设计方向）;3804
报关与国际货运（商检技术方向）;3801
法律事务专业（专科）;6158
美术史;613
文化事业管理专业;8673
建筑环境与能源应用工程专业（土木类）;5974
计算机信息管理（企业资源管理师）;8584
　　旅游管理专业（四年制本科）;9648
运动休闲服务与管理;2440
艺术设计（室内设计方向）;2552
给排水科学与工程（本科，理工类）;8444
建筑工程管理（施工监理方向）;6241
环境工程专业（理科）【四川省特色专业】;8862
探测工程;4435
行政管理（农村发展与管理方向）;2319
医疗保险实务专业;4690
动画（动画设计与制作方向）;6109
地球物理勘查技术 ;1690
水利类(英汉双语授课);2316
广播电视学（本科，文理兼收）;8400
市场营销（旅游营销方向;5339
建筑工程项目管理;1974
中西医临床医学（2015年秋季高考仅招收外地生）;3617
民航特种车辆维修;3001
道路桥梁工程技术（原名称：公路与桥梁工程）;4769
网络系统管理（物联网方向）;9487
艺术设计(多媒体设计与制作、影视人物形象;8030
物理工程;6870
应用艺术设计(移动终端游戏设计);8280
无人机应用技术;6927
市场营销（房地产经营与管理）;2819
财务管理(注册会计师) ;3334
植物保护(农药方向);8217
资源勘查工程专业(职教师资方向);9248
建筑电气工程技术 ;2839
计算机科学与技术（嵌入式培养）;4074
环境生态;3530
机电一体化技术专业（理科）;8906
市场营销专业;1569
法律事务（文秘方向） ;7865
计算机应用技术（数字媒体技术）;6501
岩矿分析与鉴定技术;2842
数理基础科学班;8749
视觉传达设计专业（影视与数字特效设计方向）;7556
市场营销（中美合作交流班，英语）;1050
软件工程（移动互联网应用与开发）  ;4830
刑事侦查技术（狱内侦查）;3238
国际贸易与实务;1486
预警探测指挥;6822
新闻采编与制作（文理兼收）;5096
音乐表演 ;1493
財務學;9735
计算机科学与技术（信息技术方向）;5547
旅游英语方向;8110
轻工纺织食品类（中外合作办学）;6014
导游（640103）;5330
英·澳留学预科;933
系统工程;1462
司法信息安全;9479
 交通工程;4676
餐饮管理与服务;2536
　　艺术设计（建筑与室内设计方向）;8273
物流信息技术（信息管理方向）;7050
行政管理（企事业行政文化建设方向）;622
食品质量与安全（中外合作办学）;3980
中药经营;5854
风力发电技术;2533
软件工程（嵌入式系统开发方向）;4943
会计学(职教师资方向）;9565
会计学(专科);6401
中西医临床医学（五年）;8838
冶金技术;681
护理（涉外护理）;3805
计算机应用技术（大型数据库与小型机技术方;1832
艺术设计（媒体艺术·动画） ;4483
酒店管理专业(初中起点五年制);3292
视觉传达设计（影视动漫设计）;8634
行政管理（涉外警务管理）;4085
英语（国际贸易方向）;4056
军事海洋学;2855
广告设计与制作（策划方向）;3316
计算机科学与技术（网络系统应用开发方向）;2861
广告设计与制作（广告与会展设计方向）;8996
 电子信息工程 ;7077
软件工程;191
影视动画（后期特效方向） ;8753
葡萄牙语;336
汽车整形技术（汽车装饰技术方向）;6693
公共事业管理（文化遗产方向）;5663
兵器工程;976
美术学（数字摄影方向）;6235
观光农业;1996
设计学类（含环视觉传达设计，环境设计，产品设计专业）（学制4年）;2361
给排水工程技术;1732
戒毒康复;6948
日语（国际商务）专业;1318
动画设计;4714
生态环境管理（林业技术）;5417
经济学（国际经济方向）;3712
信息管理与信息系统（信息系统方向）;2089
生物技术（国际）;6072
麻醉学（本科）;1580
行政管理（应急管理）（本科）;7446
信息工程(国防生,限招男生);7357
物流管理(现代物流) ;4617
社会工作;136
服装设计与工程（服装设计与表演方向）;2662
汉语言国际教育;3177
税务(注册税务师方向);1824
朝鲜语;101
工程力学;20
绘画（中国画、油画方向）;5931
影视动画 ;889
导游（韩语方向）;1988
能源与动力工程(新能源汽车方向);5644
新闻传播学类;5486
工商企业管理（财务管理方向）;6979
农产品质量检测;2221
物业管理;307
软件工程专业（本科）;6165
飞机制造技术(只限男生);9473
过程装备与控制工程（轻工机械及塑料模具）;7151
动漫设计与制作（两年制专科）;6208
中国语言文学类（中外）;4677
传媒策划与管理;2811
戏剧影视导演（影视编导）;7183
装饰艺术设计（室内装潢）专业;9083
土木工程（道路桥梁方向）;4046
工商管理（体育特长班）;520
煤矿开采技术（机械化采煤方向）;2314
汽车改装;9467
广告设计与制作（670112）;5311
电子信息工程(物联网方向);5652
特种能源技术与工程;4642
电气工程及其自动化（太阳能技术与工程）;6525
酒店管理（国际酒店管理方向）;6094
工业设计专业;1549
广播电视技术;6500
给排水工程技术(人才紧缺专业);4322
光电信息科学与工程（光电信息）;7147
英语（商务）;3110
石油化工生产技术（专科）;7514
建筑工程管理（铁道工程方向）;6263
广播电视编导（电视节目制作方向）;8826
市场营销（医药营销方面）;6981
动漫设计与制作（室内设计）;9615
物联网应用技术（物联网工程师方向）;4792
计算机辅助设计与制造(汽车销售与评估方向);8494
药学（日语强化班）;2693
医学影像学;1284
中国少数民族语言文学（彝族文化产业管理）;8802
贸易;772
旅游英语（旅游酒店管理）;8637
生物制药（生命基地班）;2690
小学教育;554
国际贸易实务 文;5807
烹饪工艺与营养(公共营养);7656
英语（旅游）;7501
工商企业管理（连锁经营与管理方向）;7934
环境科学(环境治理工程方向);8395
生物工程专业（学制4年）;2382
城市地下空间工程专业;4638
计算机信息管理（商务信息处理技术）;9149
机械制造与自动化（农业机械使用与维修方向）;3512
音乐表演（航空乘务）;9603
图书档案管理 ;7867
动漫设计与制作（专科）;6074
汽车技术服务与营销  ;1409
机械设计制造及其自动化专业（制造自动化与测控技术方向）;9246
生物信息学本科;7336
旅游管理（文理兼收）;5095
土木工程专业（职教师资方向）;9254
计算机网络技术（移动通信技术方向）;5755
营销与策划（数据库营销方向）;1827
电子信息工程技术（通信与信息技术）;7888
酒店管理 (国际酒店);7658
中医学（七年长学制，本硕连读);6887
电子信息科学类（中外）;4062
经济与金融国际化实验班;5488
数理基础实验班;389
文秘教育;264
公关文秘;2429
导演;606
材料工程技术（陶瓷工艺方向）;9023
计算机网络技术（移动互联网方向）;3427
基础科学班（数理方向）;175
汽车定损与评估;1932
法律事务专业（含基层司法和监所方向）;6960
计算机科学与技术(ios应用技术);8764
护理（英国爱丁堡龙比亚大学合作）;6190
地球与空间科学;70
风险管理与保险（高中起点成教本科）;7007
公共事业管理（艺术学方向）;5661
美术学（艺术设计）;2715
移动通信技术(与中兴通讯合作办学);8285
影视动画（动漫设计制作(二维)）;4132
计算机网络技术专业(3G移动通信方向);3480
旅游管理(旅游文化与信息管理方向);6355
英语（商务英语放向，本科，文理兼收）;8425
影视动画 ;8755
林业信息工程与管理;2249
计算机网络技术（网络安全方向）;6705
航空服务与管理;5901
医学营养(营养与保健方向);6357
化学制药技术专业;1684
工商管理（英文授课班）;4538
供热与空调工程技术;3471
材料类;5459
图书馆档案学;4637
软件技术（IT项目管理）;7884
机电工程系（汽车制造与装配技术）;827
软件技术（游戏软件方向）;9512
发电厂及电力系统;853
工程造价管理;5184
计算机科学与技术（计算机应用方向）;8317
物理学（物理科学学院）;1207
建筑工程技术（钢结构方向） ;9040
艺术设计（环境艺术设计）;2653
会计电算化专业（招收三校生）;3356
艺术设计（数码媒体方向）;4910
公共事业管理（医院管理）;7331
光纤通信;8989
园林（城市景观规划与设计）(本科);7434
软件工程（Java技术应用方向）;6034
机电一体化技术(畜牧机电技术方向);5679
会计与统计;5788
室内检测与控制技术 ;7745
艺术设计(专科起点);1104
电气工程与管理;5509
艺术设计（室内设计）;4176
运动康复与健康;377
测绘类;6410
保险学（汽车保险方向）;8653
CATTI强化口译培训;945
飞机结构修理;3912
药学（药品营销与管理方向）;9058
应用电子技术(单片机应用方向);5102
资源勘查工程（海外班）;905
国际经济与贸易专业（国际贸易与进出口代理;3260
石油天然气地质勘察技术;8365
市场营销（体育市场营销方向）;2441
社会体育（赛马产业管理方向）;6631
材料工程技术（混凝土工艺方向）;9021
中德联合培养各专业（简称“2+3”项目）;4573
英语(经贸英语方向);8224
机械类（中外合作办学）;2299
应用阿拉伯语;2071
会计电算化（三年制）;1344
生物技术(生物制药方向);3125
道路工程;6881
经济试验班;3140
化学工程;5114
楼宇智能化工程技术学制两年;5410
航空服务管理 （空乘、机场服务管理）;7100
文化事业管理（高级文秘方向）;9006
汉语言文学（师范）;483
教育技术学（数字媒体）;7489
物联网工程（本科）;7426
临床医学（临床病理）本科;7318
应用电子技术专业(省级骨干建设专业);3382
思想政治教育（师范）  ;555
荮物制剂;9357
城市交通运输;3812
通信工程(光纤通信,国防生,限招男生);7355
船舶与海洋工程（游艇设计方向）;5501
计算机多媒体技术（网络与影视技术方向）;8135
电脑艺术设计（商业动漫设计）（三年制）;7820
物业管理（物业管理师）;8614
数控技术（580103）;5305
动画专业;1273
美术学（实用绘画方向） ;2105
速递服务与管理;5817
石油化工生产技术;1448
建筑工程技术(工程监理方向);7669
税务;120
计算机科学与技术（嵌入式软件开发方向）;2862
电子测量技术与仪器（逆向工程）;3369
商务经纪与代理（620306）;5320
会计学（国际班）;8168
音乐学（音乐表演方向）;6521
新闻学（英语）;3560
财务管理(资产评估与管理) ;3333
建筑工程技术(建筑安全);4187
行政管理（社区经济与物业管理方向）;2098
表演(服装表演与营销方向);6016
材料化学（二批）;5595
金融数学 ;7420
音乐教育（含舞蹈表演） ;8985
国际经济与贸易（英语）专业;3556
英语（英语+国际经济与贸易双学位班）;5518
市场营销（商务策划与管理方向）;7548
外国语言文学;1517
软件开发;7930
应用韩语（中韩合作办学方向）;5762
医疗美容技术;2911
证券投资与管理（专科）;5247
环境工程专业;2757
应用数学;1658
财务管理（泰语、越南语、缅甸语）;9335
材料成型及控制工程（高分子材料成型及控制）;7153
国际经济与贸易（中美合作办学）专业;9527
材料成型及控制工程（模具方向）;3070
老年服务与管理;813
投资与理财（院级教改示范专业）;4786
【安全防范技术】理科;5035
动画 （影视后期方向）;8784
涉外旅游 ;4620
食品工程系;8713
旅游管理（涉外旅游与星级酒店管理方向）;3271
美术教育(5年制);2453
电子商务 [院级示范专业];1984
信息管理与信息系统专业;1567
项目管理（中美合作） ;9333
国际商学部;7127
计算机网络技术（网络应用）;4419
畜牧;1760
药物制剂技术（理科）;4889
现代文秘&lt;5160
通用航空器维修;6934
旅游管理(导游方向);3509
自然科学试验班;3523
航海技术;1279
护理学（英语）;2990
临床医学（民族地区免费定向生）;8931
旅游管理（旅游资源规划与管理方向）;6682
计算机应用技术（对口、专科）;6166
行政管理（海关管理方向）;1041
环境信息技术;2079
电子信息系;8567
海洋生物资源与环境;2773
会展经济与管理(专科起点);1082
美容方向;8101
音乐（本科）;5276
计算机信息管理（企业信息化主管）;8583
测绘与地理信息技术;2939
表演（戏剧方向）;5938
烹饪工艺与营养;448
软件外包服务（分两个方向：软件项目管理和移动互联）;2511
　　建筑设备工程技术;5739
楼宇智能化;3472
机械设计制造及其自动化（本科，理工类）;8417
信息类专业;8175
装潢艺术设计（会展艺术与技术）;6818
临床医学（本硕连读）;3114
英語研究 ;9745
工程机械(一);2434
动画（影视制作）;9099
工程测量技术（含计算机测绘技术）;7777
　　建筑工程管理;4742
舞蹈编导（体育舞蹈）;4001
工业设计(艺);4481
材料科学类（中外合作办学）;3564
会计学（“2+2”中外学分互认项目）;7372
轮机工程技术（轮机管理）;3822
人文地理与城乡规划（学制4年）;2391
计算机应用技术（理工类）;5060
软件技术(微软嵌入式);4352
汽车维修与检测方向;8108
地理信息科学 ;1490
表演艺术（表演艺术方向）;8062
生化制药技术 ;4259
现代纺织技术(非织造材料制造与贸易方向);4363
音乐表演专业;5988
商务管理（国际商务）;7871
纺织品检验与贸易;2941
计算机信息管理专业（专科）;5955
连锁经营管理（连锁店店长方向）;880
体育教育（师范类）;6495
计算机控制技术(工业控制方向);2490
国际文化贸易;597
　　会展策划与管理;4763
计算机应用技术（计算机软件）专业;9085
机械设计制造及其自动化（中德合作）;3575
商务管理（会展策划与管理）;8061
学前教育;325
城市轨道交通运营管理 ;7748
英语（经贸方向）;2543
建筑工程管理专业（建筑工程施工方向）;8048
物流管理(铁路物资管理）;3368
机械设计制造及其自动化(机械电子工程方向;7241
建筑设备工程技术（建筑水电设计及施工管理;7735
能源与动力;6453
医学文秘;4515
中医学（康复医学方向）;2686
　　金融学（理财方向）专业（四年制本科）;9668
投资与理财(理财规划师方向);8514
市场营销（通信营销、网络营销、营销策划方向）;250
材料科学与工程　;3054
导游（专科）;5289
精细化学品生产技术（专科）;7512
计算机信息管理【企业信息主管方向】;5132
临床医学（医学检验学）;1289
农林经济管理（渔业经济管理）专业;2765
王淦昌物理基地班;5481
农业电气化;255
市场营销（本科，文理兼收）;8430
戏剧影视文学(影视技术方向);9581
生物学系;8173
国际经济与贸易(本科，芬兰合作办学2+2);4681
旅游管理（中德合作办学）;6640
食品加工技术专业;3477
工商企业管理（企业经营管理方向） ;7622
食品科学与工程类;494
电子电路设计与工艺;6959
建筑工程技术(2年制);6734
中国文学;80
交通运输管理;400
税务（注册税务师）;578
市场营销(物流管理方向);3131
经济统计学;574
医学营养（营养与卫生方向）（梅陇教学;3634
经济管理专业;6779
材料科学与工程(新能源材料与器件);3695
播音与主持艺术??;9359
土木工程(房屋建筑工程);8654
书记官;804
旅游管理（国际）;6073
旅游日语 ;8277
过程装备与控制工程（本科，理工类）;8445
商务英语  ;4313
服装设计（品牌营销管理方向）;8957
舞蹈学、舞蹈表演;1602
社会工作和社会工作（慈善方向）;9440
化工生产安全技术;5744
生物技术及应用 ;4258
广播电世编导;2722
园艺技术(城市园艺);8117
地面武器机动工程;2126
汉语言文学(师范);3956
电子信息科学与技术（二批）;5588
软件工程(中外合作办学);8296
体育教育;321
旅游管理(休闲旅游方向);6278
会计 ;4615
泰语(ภาษาไทย);8380
物流管理（TAFE）;7645
国际商务（中加合作）;712
国际经济与贸易（海关报关与商检报检方向）;8555
连锁经营管理（省级特色专业）;4795
光电子技术科学;1199
染整技术（纺织品生态检测与贸易）;8959
医药营销(专科);5243
遥感科学与技术;434
机械维修及检测技术教育;1307
建筑工程技术（五年）;9499
服装设计与染织设计;1332
力学类;6431
计算机控制技术（电力控制技术）;4333
机械工程系;3889
环境设计专业（本科）;6154
环境设计、视觉传达设计（文学院）;1222
计算机应用技术（信息安全技术方向）;7826
计算机科学与技术专业（理科）【四川省特色专业】;8902
海洋药学;3924
计算机信息管理(电脑艺术设计方向);6379
电脑会计（本科）;5271
商务英语     ;739
化工装备技术;4304
计算机科学与技术(网络工程);7524
烹饪工艺与营养(西餐方向);6253
应用英语（涉外文秘方向）;7728
数控设备应用与维护 ;2899
植物生产;290
兽医（动物医学）;9700
生物科学（师范）;556
动物医学（国家第二类特色专业）;2318
城乡规划(五年制本科);5837
物流管理       ;1423
光电制造技术专业;8569
建筑电气工程技术;1391
网络财务管理专业;1004
会计（财务金融）;2042
英语(商贸英语方向);1253
电子信息工程（嵌入式系统及应用）;6588
电子信息科学与技术(通信技术方向）;2091
麻醉学（急救医学）;4027
珠宝学院;1018
影视多媒体技术（影视后期） ;867
矿物加工工程;220
环境工程学;2972
临床医学（7年制）;9688
材料科学与工程;152
英国约克圣约翰大学;3864
秘书;5004
四年制本科药学专业;545
动画（游戏美术设计方向）;3138
人文地理与城乡规划（城市规划设计）;4075
动画 ;9098
动漫设计与制作(游戏程序设计方向);1696
俄语（外国语学院）;1226
证券与期货;4787
数学与应用数学（师范）;557
口腔系;4686
园林技术专业;5435
(制冷工程技术方向);5491
金融学（证券投资方向）;2092
装潢艺术设计（包装设计）;7786
人力资源管理(专科起点);1083
　　计算机应用技术专业（视觉设计与会展方;6757
机械设计制造及其自动化（精密制造技术方向）;7576
环境设计 ;4650
地理教育 ;8979
信息管理与信息系统(网络商务与物流外包方向);5651
计算机教育;4703
涉外警务;367
建筑信息管理;9064
工业设计 ;1488
生物工程类;4003
矿物加工技术（非师范专业）;9389
世界历史;1
航空飞行与指挥;3023
防卫;5003
核辐射监测与防护技术;7080
美术教育（师范）;4472
艺术设计(数字动画艺术);6451
汉语;3246
安格利亚鲁斯金大学;3868
资源环境与城市管理 ;4262
产品设计专业（服装设计方向）;7593
自动化（汽车电子工程）;6570
电线电览制造技术;4225
食品贮运与营销;4239
工程造价（水利市政方向）;7733
计算机网络技术(网络安全方向);1416
林业技术;2252
中医学（5+3 一体化）;3623
应用韩语（商务与旅游韩语方向）;3279
日语(经贸日语方向);4906
计算机类;3158
法学（环境法方向）;3668
社会工作（本科）;6157
园艺技术（观光服务方向）;1786
理论与应用力学;60
汽车技术服务与营销（保险与公估）;3808
铁道工程技术;404
应用化学(四年制本科);6561
雷电防护科学与技术;4008
装饰艺术设计专业（环境艺术设计）;7770
计算机应用技术(网络方向);6738
汽车运用与维修（中专）;5176
物流管理(国际物流);8027
服装设计(服装设计与展示);7999
视觉传达设计（时尚艺术）;8689
电气自动化技术专业;6774
英语（涉外法商方向）;3658
土木工程（专升本）;6003
计算机科学与技术（应用方向）;4929
机械设计制造及其自动化（辽阳校区）;2593
连锁经营管理(港澳台合作);3840
物理菁英班;387
机械设计制造及其自动化（机械装备方向）;2007
工业设计（建筑模型设计制作方向）;6697
计算机应用技术（网络技术）;6398
数控加工与维护;7802
应用物理学(新能源和微电子);3547
国际空中乘务;1110
计算机应用技术（软件技术）;9613
法学院;1016
金融学专业;1562
地质与测量;5426
经贸英语方向;8787
软件技术（强化英语培养）;4420
财务管理（商学院）;1177
建筑工程造价;8081
　　法学专业（行政法务方向）（四年制本科）;9639
农业电气化与自动化（学制4年）;2344
美术学院;1017
国际贸易商务;8075
计算机网络应用;7699
工商管理（二批）;5573
动漫设计与制作(动漫游戏方向);6217
机械设计制造及其自动化;228
思想与政治教育;9361
物流管理（铁道物流管理方向）;9229
人力资源管理（人力资源管理与法律事务方向;7255
采矿工程（采矿工程方向）;2107
电子商务（网络营销）;891
物联网技术;4947
生物医学工程（医学物理师）本科;7328
网络技术;2496
机械制造与自动化  ;747
公共卫生管理专业;4692
乡镇企业管理（本科）;9401
模具设计与制造（冷冲压模设计与制造方向）;9042
五年制本科预防医学专业;541
林业信息技术;9385
市政工程技术（市政检测技术方向）;2935
文秘;416
机械制造与自动化;1361
基础医学;10
文科试验班;48
物理学国防生;4634
现代教育技术;709
旅游管理（高等职业教育普通本科）;9341
旅游管理（商务与休闲旅游管理）;9339
日语专业（商务方向）;7581
数学与应用数学（二批）;5580
应用化学(精细化工)-辽阳校区;2607
　　消防工程技术;5726
生物教育;1613
运动康复;5010
藏医学;9402
光电信息科学与工程;237
环境艺术设计（室外设计方向）;1873
商务英语(会展方向);7957
绘画;146
电厂设备运行与维护（电力系统继电保护及自;7724
电脑艺术设计（网站设计师方向）;3419
法医学专业;2670
自动化（中外合作办学）;8295
水利水电建筑工程（工程管理方向）;7722
汽车技术服务与营销 ;4621
法律文秘;735
测绘工程;230
营销与策划（营销与广告方向）;5421
化学(按化学类招生);8727
电子信息工程（嵌入式工程方向）;7535
电子声像技术和人力资源管理;6731
金融学（公司金融）;7370
电脑艺术设计（平面设计方向）;1864
通讯技术;5799
建筑工程技术（对口）;1731
文化市场经营与管理 ;8640
新闻学（综合方向）;625
纺织品设计/国际经济与贸易(双专科);4366
多媒体设计与制作（美术绘画技法方向）;8999
装饰艺术设计（计算机综合美术）;7789
园艺技术（蔬菜）;4401
计算机科学与技术(企业级数据库应用与开);7389
铁道机车车辆（电力机车方向）;6260
农林经济管理;129
表演艺术（计算机音乐）;7837
现代农业专业;5440
应用心理学（心理咨询方向） ;5921
应用法制心理技术;3020
人力资源管理（二批）;5609
通信系统运行管理（3G方向）;1358
防化兵指挥;9506
计算机网络技术（3G智能网络构建方向）;1722
电子信息工程技术（应用电子技术）;4404
视觉传达设计(广告设计);6531
保险实务;411
印刷设备及工艺;1859
机械设计制造及其自动化（中英合作办学项目）;2110
预防医学（预防医学方向）;5447
计算机信息管理（软件开发与测试方向）;4294
技术经济及管理;2985
数控技术 ;745
工业设计（非艺术类）;8155
军事外交;4427
水文与水资源工程;258
商法;6608
应用电子技术 ;4619
连锁经营管理(农资方向) ;4253
旅游管理(涉外方向);8182
表演艺术（670204）;5337
保险营销教学计划;7006
计算机网络技术(企业网络应用与管理方向);8480
机械工程专业;1262
音乐表演（器乐）;8808
临床医学专业（五年制本科）;7203
管理科学专业;5995
园林1;7527
生物科学(免费师范);8312
航运管理;9719
工程管理(建筑项目管理与工程监理方向) ;7259
园林 ;8215
会计学(财务管理方向) ;7257
精细化学品生产技术（煤化工深加工制品方向）;1725
国际经济与贸易（国际贸易方向）;8165
机械设计制造及其自动化专业（本科）;6182
机械工程;239
计算机硬件与外设;1918
秘书学（本科）;5284
机电与暖通工程;2435
建筑工程技术（闽台合作招生）;4922
新闻学;99
应用艺术设计（环境与展示设计方向）;3827
物联网应用;4799
法学类;6541
舞台艺术设计;1455
机电系统智能控制;9518
计算机科学与技术（计算机网络技术）;6397
中药制药技术;1438
英语（涉外旅游方向）;2548
人民调解员;8258
數學(數學教育) ;9729
　　风景园林（景观建筑设计方向）（四年制本科）;9652
健康管理;985
热能与动力工程;188
英语（金融与投资）（中美合作）;3581
安全防范工程;365
工程测量技术（省级重点建设专业）;3185
雕塑艺术设计;1881
计算机网络技术(企业网络构建与管理方向);7020
土地资源管理;125
电子商务（文理兼收）;5091
英语（跨文化交际）;7382
康复治疗学（2015年秋季高考仅招收外地生）;3620
计算机应用技术（五年制）;5167
艺术设计（视觉传达设计方向） ;7532
电子商务(互联网营销方向);8500
　　工商管理（中小企业管理方向）（四年制本科）;9665
光电信息工程;203
普什图语;602
软件工程（软件工程+会计学）;4980
电脑艺术设计（电脑美术设计方向）;3327
汉语（汉语言文学教育与文秘方向）;3280
旅游英语（旅游策划与管理）;7960
土木工程（工程管理）;3938
商务英语（英日双语）;8624
产品设计（艺术类）;2636
护理(急救护理方向);2147
文化应用与传播系;8022
煤层气抽采技术;8466
公共事业管理(卫生事业管理方向);4659
国际市场营销;3884
会计电算化(自治区级品牌专业);2476
市场营销(电力营销方向);2234
汽车服务技术与营销;3474
材料物理;214
机电一体化技术（工业工程方向）;9514
（专科）传媒艺术学院专业介绍;8552
数字媒体技术（数字影视动画技术与应用方向）;1465
审计实务;2460
军事气象学;4436
国际经济与贸易（试验班）;6593
物流管理与工程类(中外合作办学)(物流管理);3949
通材料成型及控制工程;8187
资源循环科学与工程;512
电子信息工程技术 （专科）;6829
理化测试及质检技术（无损检测）  ;1427
　　机电设备运行与维护;5770
汉语言文学(高级文秘方向);417
食品生物技术（绿色食品加工与管理）;8116
